,element,event,value
17375,353,12,59
17376,353,13,59
17377,353,14,59
17378,353,15,59
17379,353,16,59
17380,353,17,59
17381,353,18,59
17382,353,19,60
17383,353,20,60
17384,353,21,60
17385,353,22,60
17386,353,23,60
17387,353,24,60
17388,353,25,60
17389,353,26,60
17390,353,27,60
17391,353,28,60
17392,353,29,60
17393,353,30,60
17394,353,32,60
17396,353,34,60
17397,353,35,60
17399,353,36,60
17400,353,37,60
17401,353,38,60
17402,354,1,60
17403,354,2,60
17404,354,3,59
17405,354,4,59
17406,354,5,59
17407,354,6,59
17408,354,7,59
17409,354,8,59
17410,354,9,59
17411,354,10,59
17412,354,11,59
17413,354,12,59
17414,354,13,58
17415,354,14,58
17416,354,15,58
17417,354,16,58
17418,354,17,58
17419,354,18,58
17420,354,19,58
17421,354,20,58
17422,354,21,58
17423,354,22,58
17424,354,23,58
17425,354,24,58
17426,354,25,58
17427,354,26,58
17428,354,27,58
17429,354,28,58
17430,354,29,58
17431,354,30,58
17432,354,32,58
17434,354,34,58
17435,354,35,58
17437,354,36,58
17438,354,37,58
17439,354,38,58
17440,355,1,60
17441,355,2,60
17442,355,3,60
17443,355,4,60
17444,355,5,60
17445,355,6,60
17446,355,7,60
17447,355,8,60
17448,355,9,59
17449,355,10,59
17450,355,11,59
17451,355,12,59
17452,355,13,59
17453,355,14,59
17454,355,15,59
17455,355,16,59
17456,355,17,59
17457,355,18,59
17458,355,19,59
17459,355,20,59
17460,355,21,59
17461,355,22,59
17462,355,23,59
17463,355,24,59
17464,355,25,59
17465,355,26,59
17466,355,27,59
17467,355,28,59
17468,355,29,59
17469,355,30,59
17470,355,32,59
17472,355,34,59
17473,355,35,59
17475,355,36,59
17476,355,37,59
17477,355,38,59
17478,356,1,60
17479,356,2,60
17480,356,3,59
17481,356,4,59
17482,356,5,58
17483,356,6,58
17484,356,7,57
17485,356,8,57
17486,356,9,56
17487,356,10,56
17488,356,11,56
17489,356,12,56
17490,356,13,56
17491,356,14,56
17492,356,15,56
17493,356,16,56
17494,356,17,56
17495,356,18,56
17496,356,19,56
17497,356,20,56
17498,356,21,56
17499,356,22,56
17500,356,23,56
17501,356,24,56
17502,356,25,56
17503,356,26,56
17504,356,27,56
17505,356,28,56
17506,356,29,56
17507,356,30,56
17508,356,32,56
17510,356,34,56
17511,356,35,56
17513,356,36,56
17514,356,37,56
17515,356,38,56
17516,357,1,60
17517,357,2,60
17518,357,3,60
17519,357,4,60
17520,357,5,60
17521,357,6,60
17522,357,7,61
17523,357,8,62
17524,357,9,63
17525,357,10,63
17526,357,11,63
17527,357,12,63
17528,357,13,62
17529,357,14,61
17530,357,15,61
17531,357,16,61
17532,357,17,61
17533,357,18,61
17534,357,19,61
17535,357,20,61
17536,357,21,61
17537,357,22,61
17538,357,23,61
17539,357,24,61
17540,357,25,61
17541,357,26,61
17542,357,27,62
17543,357,28,62
17544,357,29,61
17545,357,30,61
17546,357,32,60
17548,357,34,60
17549,357,35,60
17551,357,36,60
17552,357,37,60
17553,357,38,60
17554,358,1,45
17555,358,2,45
17556,358,3,44
17557,358,4,44
17558,358,5,44
17559,358,6,43
17560,358,7,43
17561,358,8,43
17562,358,9,43
17563,358,10,43
17564,358,11,43
17565,358,12,43
17566,358,13,42
17567,358,14,42
17568,358,15,42
17569,358,16,42
17570,358,17,42
17571,358,18,42
17572,358,19,42
17573,358,20,42
17574,358,21,42
17575,358,22,42
17576,358,23,42
17577,358,24,42
17578,358,25,42
17579,358,26,42
17580,358,27,42
17581,358,28,42
17582,358,29,42
17583,358,30,42
17584,358,32,42
17586,358,34,42
17587,358,35,42
17589,358,36,42
17590,358,37,42
17591,358,38,42
17592,359,1,60
17593,359,2,60
17594,359,3,60
17595,359,4,60
17596,359,5,59
17597,359,6,59
17598,359,7,58
17599,359,8,58
17600,359,9,58
17601,359,10,58
17602,359,11,58
17603,359,12,58
17604,359,13,58
17605,359,14,58
17606,359,15,58
17607,359,16,58
17608,359,17,58
17609,359,18,58
17610,359,19,58
17611,359,20,58
17612,359,21,58
17613,359,22,58
17614,359,23,58
17615,359,24,58
17616,359,25,58
17617,359,26,58
17618,359,27,58
17619,359,28,58
17620,359,29,58
17621,359,30,58
17622,359,32,58
17624,359,34,58
17625,359,35,58
17627,359,36,58
17628,359,37,58
17629,359,38,58
17630,360,1,60
17631,360,2,60
17632,360,3,60
17633,360,4,59
17634,360,5,59
17635,360,6,59
17636,360,7,58
17637,360,8,58
17638,360,9,58
17639,360,10,58
17640,360,11,58
17641,360,12,58
17642,360,13,58
17643,360,14,58
17644,360,15,58
17645,360,16,58
17646,360,17,58
17647,360,18,58
17648,360,19,58
17649,360,20,58
17650,360,21,58
17651,360,22,58
17652,360,23,58
17653,360,24,58
17654,360,25,58
17655,360,26,58
17656,360,27,58
17657,360,28,58
17658,360,29,58
17659,360,30,57
17660,360,32,57
17662,360,34,57
17663,360,35,57
17665,360,36,57
17666,360,37,57
17667,360,38,57
17668,361,1,50
17669,361,2,49
17670,361,3,49
17671,361,4,49
17672,361,5,49
17673,361,6,49
17674,361,7,48
17675,361,8,48
17676,361,9,48
17677,361,10,48
17678,361,11,48
17679,361,12,48
17680,361,13,48
17681,361,14,48
17682,361,15,48
17683,361,16,48
17684,361,17,48
17685,361,18,48
17686,361,19,48
17687,361,20,48
17688,361,21,48
17689,361,22,47
17690,361,23,47
17691,361,24,47
17692,361,25,47
17693,361,26,47
17694,361,27,47
17695,361,28,47
17696,361,29,47
17697,361,30,47
17698,361,32,47
17700,361,34,47
17701,361,35,47
17703,361,36,47
17704,361,37,47
17705,361,38,47
17706,362,1,50
17707,362,2,50
17708,362,3,49
17709,362,4,49
17710,362,5,49
17711,362,6,49
17712,362,7,49
17713,362,8,49
17714,362,9,49
17715,362,10,49
17716,362,11,49
17717,362,12,49
17718,362,13,49
17719,362,14,49
17720,362,15,49
17721,362,16,49
17722,362,17,49
17723,362,18,49
17724,362,19,49
17725,362,20,49
17726,362,21,49
17727,362,22,49
17728,362,23,49
17729,362,24,49
17730,362,25,49
17731,362,26,49
17732,362,27,49
17733,362,28,49
17734,362,29,49
17735,362,30,49
17736,362,32,49
17738,362,34,49
17739,362,35,49
17741,362,36,49
17742,362,37,49
17743,362,38,49
17744,363,1,65
17745,363,2,65
17746,363,3,65
17747,363,4,65
17748,363,5,64
17749,363,6,64
17750,363,7,64
17751,363,8,64
17752,363,9,64
17753,363,10,64
17754,363,11,64
17755,363,12,65
17756,363,13,64
17757,363,14,64
17758,363,15,63
17759,363,16,62
17760,363,17,62
17761,363,18,62
17762,363,19,62
17763,363,20,62
17764,363,21,61
17765,363,22,61
17766,363,23,61
17767,363,24,61
17768,363,25,61
17769,363,26,61
17770,363,27,61
17771,363,28,60
17772,363,29,60
17773,363,30,59
17774,363,32,59
17776,363,34,59
17777,363,35,59
17779,363,36,59
17780,363,37,59
17781,363,38,59
17782,364,1,95
17783,364,2,95
17784,364,3,94
17785,364,4,94
17786,364,5,93
17787,364,6,93
17788,364,7,93
17789,364,8,92
17790,364,9,92
17791,364,10,92
17792,364,11,92
17793,364,12,92
17794,364,13,92
17795,364,14,92
17796,364,15,92
17797,364,16,93
17798,364,17,93
17799,364,18,93
17800,364,19,93
17801,364,20,93
17802,364,21,93
17803,364,22,93
17804,364,23,93
17805,364,24,94
17806,364,25,94
17807,364,26,93
17808,364,27,93
17809,364,28,94
17810,364,29,93
17811,364,30,93
17812,364,32,92
17814,364,34,93
17815,364,35,93
17817,364,36,93
17818,364,37,93
17819,364,38,92
17820,365,1,90
17821,365,2,91
17822,365,3,91
17823,365,4,91
17824,365,5,91
17825,365,6,90
17826,365,7,90
17827,365,8,90
17828,365,9,90
17829,365,10,89
17830,365,11,89
17831,365,12,89
17832,365,13,89
17833,365,14,89
17834,365,15,89
17835,365,16,89
17836,365,17,89
17837,365,18,89
17838,365,19,89
17839,365,20,89
17840,365,21,89
17841,365,22,89
17842,365,23,89
17843,365,24,89
17844,365,25,89
17845,365,26,89
17846,365,27,88
17847,365,28,88
17848,365,29,88
17849,365,30,88
17850,365,32,88
17852,365,34,88
17853,365,35,88
17855,365,36,88
17856,365,37,88
17857,365,38,88
17858,366,1,50
17859,366,2,50
17860,366,3,50
17861,366,4,49
17862,366,5,49
17863,366,6,49
17864,366,7,49
17865,366,8,49
17866,366,9,49
17867,366,10,49
17868,366,11,49
17869,366,12,49
17870,366,13,49
17871,366,14,49
17872,366,15,49
17873,366,16,49
17874,366,17,49
17875,366,18,49
17876,366,19,49
17877,366,20,49
17878,366,21,49
17879,366,22,49
17880,366,23,49
17881,366,24,49
17882,366,25,49
17883,366,26,49
17884,366,27,49
17885,366,28,49
17886,366,29,49
17887,366,30,49
17888,366,32,49
17890,366,34,49
17891,366,35,49
17893,366,36,49
17894,366,37,49
17895,366,38,49
17896,367,1,85
17897,367,2,84
17898,367,3,83
17899,367,4,83
17900,367,5,83
17901,367,6,83
17902,367,7,83
17903,367,8,83
17904,367,9,83
17905,367,10,83
17906,367,11,83
17907,367,12,83
17908,367,13,83
17909,367,14,83
17910,367,15,83
17911,367,16,84
17912,367,17,85
17913,367,18,85
17914,367,19,86
17915,367,20,88
17916,367,21,88
17917,367,22,88
17918,367,23,86
17919,367,24,86
17920,367,25,86
17921,367,26,88
17922,367,27,90
17923,367,28,90
17924,367,29,89
17925,367,30,88
17926,367,32,86
17928,367,34,87
17929,367,35,88
17931,367,36,89
17932,367,37,88
17933,367,38,86
17934,368,1,55
17935,368,2,55
17936,368,3,55
17937,368,4,55
17938,368,5,55
17939,368,6,55
17940,368,7,55
17941,368,8,55
17942,368,9,55
17943,368,10,55
17944,368,11,55
17945,368,12,55
17946,368,13,55
17947,368,14,55
17948,368,15,55
17949,368,16,55
17950,368,17,55
17951,368,18,55
17952,368,19,55
17953,368,20,55
17954,368,21,55
17955,368,22,55
17956,368,23,55
17957,368,24,55
17958,368,25,55
17959,368,26,55
17960,368,27,55
17961,368,28,55
17962,368,29,55
17963,368,30,55
17964,368,32,55
17966,368,34,55
17967,368,35,55
17969,368,36,55
17970,368,37,55
17971,368,38,55
17972,369,1,50
17973,369,2,50
17974,369,3,50
17975,369,4,50
17976,369,5,50
17977,369,6,49
17978,369,7,49
17979,369,8,49
17980,369,9,49
17981,369,10,49
17982,369,11,49
17983,369,12,49
17984,369,13,49
17985,369,14,49
17986,369,15,49
17987,369,16,49
17988,369,17,49
17989,369,18,49
17990,369,19,49
17991,369,20,49
17992,369,21,49
17993,369,22,49
17994,369,23,49
17995,369,24,49
17996,369,25,49
17997,369,26,49
17998,369,27,49
17999,369,28,49
18000,369,29,49
18001,369,30,49
18002,369,32,49
18004,369,34,49
18005,369,35,49
18007,369,36,49
18008,369,37,49
18009,369,38,49
18010,370,1,70
18011,370,2,70
18012,370,3,70
18013,370,4,72
18014,370,5,73
18015,370,6,74
18016,370,7,74
18017,370,8,74
18018,370,9,74
18019,370,10,73
18020,370,11,72
18021,370,12,72
18022,370,13,71
18023,370,14,71
18024,370,15,70
18025,370,16,70
18026,370,17,70
18027,370,18,70
18028,370,19,69
18029,370,20,69
18030,370,21,69
18031,370,22,69
18032,370,23,68
18033,370,24,68
18034,370,25,68
18035,370,26,68
18036,370,27,68
18037,370,28,68
18038,370,29,68
18039,370,30,67
18040,370,32,67
18042,370,34,67
18043,370,35,68
18045,370,36,68
18046,370,37,68
18047,370,38,69
18048,371,1,60
18049,371,2,59
18050,371,3,58
18051,371,4,58
18052,371,5,58
18053,371,6,57
18054,371,7,57
18055,371,8,57
18056,371,9,57
18057,371,10,57
18058,371,11,57
18059,371,12,56
18060,371,13,56
18061,371,14,56
18062,371,15,56
18063,371,16,56
18064,371,17,56
18065,371,18,56
18066,371,19,56
18067,371,20,56
18068,371,21,56
18069,371,22,56
18070,371,23,56
18071,371,24,56
18072,371,25,57
18073,371,26,57
18074,371,27,57
18075,371,28,56
18076,371,29,54
18077,371,30,53
18078,371,32,52
18080,371,34,51
18081,371,35,51
18083,371,36,51
18084,371,37,51
18085,371,38,51
18086,372,1,125
18087,372,2,125
18088,372,3,125
18089,372,4,125
18090,372,5,125
18091,372,6,124
18092,372,7,124
18093,372,8,125
18094,372,9,125
18095,372,10,124
18096,372,11,124
18097,372,12,124
18098,372,13,123
18099,372,14,123
18100,372,15,124
18101,372,16,125
18102,372,17,126
18103,372,18,126
18104,372,19,125
18105,372,20,126
18106,372,21,126
18107,372,22,126
18108,372,23,125
18109,372,24,124
18110,372,25,124
18111,372,26,124
18112,372,27,124
18113,372,28,124
18114,372,29,124
18115,372,30,124
18116,372,32,125
18118,372,34,126
18119,372,35,126
18121,372,36,126
18122,372,37,126
18123,372,38,126
18124,497,1,50
18125,497,2,50
18126,497,3,50
18127,497,4,50
18128,497,5,49
18129,497,6,49
18130,497,7,49
18131,497,8,49
18132,497,9,49
18133,497,10,49
18134,497,11,49
18135,497,12,48
18136,497,13,48
18137,497,14,48
18138,497,15,48
18139,497,16,48
18140,497,17,48
18141,497,18,48
18142,497,19,48
18143,497,20,48
18144,497,21,48
18145,497,22,48
18146,497,23,48
18147,497,24,48
18148,497,25,48
18149,497,26,48
18150,497,27,48
18151,497,28,48
18152,497,29,48
18153,497,30,48
18154,497,32,48
18156,497,34,48
18157,497,35,48
18159,497,36,48
18160,497,37,48
18161,497,38,48
18162,523,1,45
18163,523,2,45
18164,523,3,45
18165,523,4,45
18166,523,5,45
18167,523,6,44
18168,523,7,44
18169,523,8,44
18170,523,9,44
18171,523,10,44
18172,523,11,44
18173,523,12,44
18174,523,13,44
18175,523,14,44
18176,523,15,43
18177,523,16,43
18178,523,17,43
18179,523,18,43
18180,523,19,43
18181,523,20,43
18182,523,21,43
18183,523,22,43
18184,523,23,43
18185,523,24,43
18186,523,25,43
18187,523,26,43
18188,523,27,43
18189,523,28,43
18190,523,29,43
18191,523,30,43
18192,523,32,43
18194,523,34,43
18195,523,35,43
18197,523,36,43
18198,523,37,43
18199,523,38,43
18200,536,4,45
18201,536,5,45
18202,536,6,45
18203,536,7,45
18204,536,8,45
18205,536,9,45
18206,536,10,45
18207,536,11,45
18208,536,12,45
18209,536,13,45
18210,536,14,45
18211,536,15,45
18212,536,16,45
18213,536,17,45
18214,536,18,45
18215,536,19,45
18216,536,20,45
18217,536,21,45
18218,536,22,45
18219,536,23,45
18220,536,24,45
18221,536,25,45
18222,536,26,45
18223,536,27,45
18224,536,28,45
18225,536,29,45
18226,536,30,45
18227,536,32,45
18229,536,34,45
18230,536,35,45
18232,536,36,45
18233,536,37,45
18234,536,38,45
18235,538,6,40
18236,538,7,40
18237,538,8,40
18238,538,9,40
18239,538,10,40
18240,538,11,40
18241,538,12,40
18242,538,13,40
18243,538,14,40
18244,538,15,40
18245,538,16,40
18246,538,17,40
18247,538,18,40
18248,538,19,40
18249,538,20,40
18250,538,21,40
18251,538,22,40
18252,538,23,40
18253,538,24,40
18254,538,25,40
18255,538,26,40
18256,538,27,40
18257,538,28,40
18258,538,29,40
18259,538,30,40
18260,538,32,40
18262,538,34,40
18263,538,35,40
18265,538,36,40
18266,538,37,40
18267,538,38,40
18268,540,8,45
18269,540,9,45
18270,540,10,45
18271,540,11,45
18272,540,12,45
18273,540,13,45
18274,540,14,45
18275,540,15,45
18276,540,16,45
18277,540,17,45
18278,540,18,45
18279,540,19,45
18280,540,20,45
18281,540,21,45
18282,540,22,45
18283,540,23,45
18284,540,24,45
18285,540,25,45
18286,540,26,45
18287,540,27,45
18288,540,28,45
18289,540,29,45
18290,540,30,45
18291,540,32,45
18293,540,34,45
18294,540,35,45
18296,540,36,45
18297,540,37,45
18298,540,38,45
18299,549,11,50
18300,549,12,50
18301,549,13,50
18302,549,14,50
18303,549,15,50
18304,549,16,50
18305,549,17,50
18306,549,18,50
18307,549,19,50
18308,549,20,50
18309,549,21,50
18310,549,22,50
18311,549,23,50
18312,549,24,50
18313,549,25,50
18314,549,26,50
18315,549,27,50
18316,549,28,50
18317,549,29,50
18318,549,30,50
18319,549,32,50
18321,549,34,50
18322,549,35,50
18324,549,36,50
18325,549,37,50
18326,549,38,50
18327,561,17,40
18328,561,18,40
18329,561,19,40
18330,561,20,40
18331,561,21,40
18332,561,22,40
18333,561,23,40
18334,561,24,40
18335,561,25,40
18336,561,26,40
18337,561,27,40
18338,561,28,40
18339,561,29,40
18340,561,30,40
18341,561,32,40
18343,561,34,40
18344,561,35,40
18346,561,36,40
18347,561,37,40
18348,561,38,40
18349,578,23,45
18350,578,24,45
18351,578,25,45
18352,578,26,45
18353,578,27,45
18354,578,28,45
18355,578,29,45
18356,578,30,45
18357,578,32,45
18359,578,34,45
18360,578,35,45
18362,578,36,45
18363,578,37,45
18364,578,38,45
18365,612,34,45
18366,612,35,45
18368,612,36,45
18369,612,37,45
18370,612,38,45
18371,614,35,45
18373,614,36,45
18374,614,37,45
18375,614,38,45
18376,373,1,45
18377,373,2,45
18378,373,3,45
18379,373,4,45
18380,373,5,44
18381,373,6,44
18382,373,7,44
18383,373,8,44
18384,373,9,44
18385,373,10,44
18386,373,11,44
18387,373,12,43
18388,373,13,43
18389,373,14,43
18390,373,15,43
18391,373,16,43
18392,373,17,43
18393,373,18,43
18394,373,19,43
18395,373,20,43
18396,373,21,43
18397,373,22,43
18398,373,23,43
18399,373,24,43
18400,373,25,43
18401,373,26,43
18402,373,27,43
18403,373,28,43
18404,373,29,43
18405,373,30,43
18406,373,32,42
18408,373,34,42
18409,373,35,42
18411,373,36,42
18412,373,37,42
18413,373,38,42
18414,374,1,45
18415,374,2,45
18416,374,3,45
18417,374,4,45
18418,374,5,45
18419,374,6,45
18420,374,7,44
18421,374,8,44
18422,374,9,44
18423,374,10,44
18424,374,11,44
18425,374,12,44
18426,374,13,44
18427,374,14,44
18428,374,15,44
18429,374,16,44
18430,374,17,44
18431,374,18,44
18432,374,19,44
18433,374,20,44
18434,374,21,44
18435,374,22,44
18436,374,23,44
18437,374,24,43
18438,374,25,43
18439,374,26,43
18440,374,27,43
18441,374,28,43
18442,374,29,43
18443,374,30,43
18444,374,32,43
18446,374,34,43
18447,374,35,43
18449,374,36,43
18450,374,37,43
18451,374,38,43
18452,375,1,45
18453,375,2,45
18454,375,3,44
18455,375,4,44
18456,375,5,44
18457,375,6,43
18458,375,7,43
18459,375,8,43
18460,375,9,43
18461,375,10,43
18462,375,11,42
18463,375,12,42
18464,375,13,42
18465,375,14,42
18466,375,15,42
18467,375,16,42
18468,375,17,42
18469,375,18,42
18470,375,19,42
18471,375,20,42
18472,375,21,42
18473,375,22,42
18474,375,23,42
18475,375,24,42
18476,375,25,42
18477,375,26,42
18478,375,27,42
18479,375,28,42
18480,375,29,42
18481,375,30,42
18482,375,32,42
18484,375,34,42
18485,375,35,42
18487,375,36,42
18488,375,37,42
18489,375,38,42
18490,376,1,45
18491,376,2,45
18492,376,3,45
18493,376,4,45
18494,376,5,45
18495,376,6,45
18496,376,7,45
18497,376,8,45
18498,376,9,45
18499,376,10,45
18500,376,11,45
18501,376,12,45
18502,376,13,45
18503,376,14,45
18504,376,15,45
18505,376,16,45
18506,376,17,45
18507,376,18,45
18508,376,19,45
18509,376,20,45
18510,376,21,45
18511,376,22,45
18512,376,23,45
18513,376,24,45
18514,376,25,45
18515,376,26,45
18516,376,27,46
18517,376,28,46
18518,376,29,46
18519,376,30,46
18520,376,32,45
18522,376,34,45
18523,376,35,45
18525,376,36,45
18526,376,37,45
18527,376,38,45
18528,377,1,45
18529,377,2,45
18530,377,3,44
18531,377,4,44
18532,377,5,43
18533,377,6,43
18534,377,7,43
18535,377,8,42
18536,377,9,42
18537,377,10,42
18538,377,11,42
18539,377,12,42
18540,377,13,42
18541,377,14,42
18542,377,15,42
18543,377,16,42
18544,377,17,42
18545,377,18,42
18546,377,19,42
18547,377,20,42
18548,377,21,42
18549,377,22,42
18550,377,23,42
18551,377,24,42
18552,377,25,42
18553,377,26,42
18554,377,27,42
18555,377,28,42
18556,377,29,42
18557,377,30,42
18558,377,32,42
18560,377,34,42
18561,377,35,42
18563,377,36,42
18564,377,37,42
18565,377,38,42
18566,378,1,45
18567,378,2,46
18568,378,3,46
18569,378,4,47
18570,378,5,48
18571,378,6,49
18572,378,7,49
18573,378,8,49
18574,378,9,48
18575,378,10,48
18576,378,11,48
18577,378,12,48
18578,378,13,48
18579,378,14,47
18580,378,15,47
18581,378,16,47
18582,378,17,47
18583,378,18,47
18584,378,19,47
18585,378,20,48
18586,378,21,48
18587,378,22,48
18588,378,23,48
18589,378,24,48
18590,378,25,48
18591,378,26,48
18592,378,27,48
18593,378,28,48
18594,378,29,48
18595,378,30,48
18596,378,32,48
18598,378,34,48
18599,378,35,48
18601,378,36,48
18602,378,37,48
18603,378,38,48
18604,379,1,45
18605,379,2,45
18606,379,3,44
18607,379,4,44
18608,379,5,44
18609,379,6,44
18610,379,7,44
18611,379,8,44
18612,379,9,44
18613,379,10,44
18614,379,11,44
18615,379,12,44
18616,379,13,44
18617,379,14,44
18618,379,15,44
18619,379,16,44
18620,379,17,44
18621,379,18,44
18622,379,19,44
18623,379,20,44
18624,379,21,44
18625,379,22,44
18626,379,23,44
18627,379,24,43
18628,379,25,43
18629,379,26,43
18630,379,27,43
18631,379,28,43
18632,379,29,43
18633,379,30,43
18634,379,32,43
18636,379,34,43
18637,379,35,43
18639,379,36,43
18640,379,37,43
18641,379,38,43
18642,380,1,45
18643,380,2,45
18644,380,3,45
18645,380,4,45
18646,380,5,45
18647,380,6,45
18648,380,7,45
18649,380,8,45
18650,380,9,45
18651,380,10,45
18652,380,11,45
18653,380,12,45
18654,380,13,44
18655,380,14,44
18656,380,15,44
18657,380,16,44
18658,380,17,44
18659,380,18,44
18660,380,19,44
18661,380,20,44
18662,380,21,44
18663,380,22,44
18664,380,23,44
18665,380,24,44
18666,380,25,44
18667,380,26,44
18668,380,27,44
18669,380,28,44
18670,380,29,44
18671,380,30,44
18672,380,32,44
18674,380,34,44
18675,380,35,44
18677,380,36,44
18678,380,37,44
18679,380,38,44
18680,381,1,50
18681,381,2,50
18682,381,3,50
18683,381,4,50
18684,381,5,50
18685,381,6,50
18686,381,7,50
18687,381,8,50
18688,381,9,49
18689,381,10,49
18690,381,11,49
18691,381,12,49
18692,381,13,49
18693,381,14,49
18694,381,15,49
18695,381,16,49
18696,381,17,49
18697,381,18,49
18698,381,19,49
18699,381,20,49
18700,381,21,49
18701,381,22,49
18702,381,23,49
18703,381,24,49
18704,381,25,49
18705,381,26,49
18706,381,27,49
18707,381,28,49
18708,381,29,49
18709,381,30,49
18710,381,32,49
18712,381,34,49
18713,381,35,49
18715,381,36,49
18716,381,37,49
18717,381,38,49
18718,382,1,45
18719,382,2,45
18720,382,3,44
18721,382,4,44
18722,382,5,43
18723,382,6,43
18724,382,7,43
18725,382,8,43
18726,382,9,42
18727,382,10,42
18728,382,11,42
18729,382,12,42
18730,382,13,42
18731,382,14,42
18732,382,15,42
18733,382,16,42
18734,382,17,42
18735,382,18,42
18736,382,19,42
18737,382,20,42
18738,382,21,42
18739,382,22,42
18740,382,23,42
18741,382,24,42
18742,382,25,42
18743,382,26,42
18744,382,27,42
18745,382,28,42
18746,382,29,42
18747,382,30,42
18748,382,32,42
18750,382,34,42
18751,382,35,42
18753,382,36,42
18754,382,37,42
18755,382,38,42
18756,383,1,45
18757,383,2,45
18758,383,3,44
18759,383,4,44
18760,383,5,43
18761,383,6,43
18762,383,7,43
18763,383,8,42
18764,383,9,42
18765,383,10,42
18766,383,11,42
18767,383,12,43
18768,383,13,43
18769,383,14,43
18770,383,15,42
18771,383,16,42
18772,383,17,42
18773,383,18,42
18774,383,19,42
18775,383,20,42
18776,383,21,42
18777,383,22,42
18778,383,23,42
18779,383,24,42
18780,383,25,42
18781,383,26,42
18782,383,27,42
18783,383,28,42
18784,383,29,42
18785,383,30,42
18786,383,32,42
18788,383,34,42
18789,383,35,42
18791,383,36,42
18792,383,37,42
18793,383,38,42
18794,384,1,45
18795,384,2,45
18796,384,3,44
18797,384,4,44
18798,384,5,43
18799,384,6,43
18800,384,7,43
18801,384,8,43
18802,384,9,43
18803,384,10,43
18804,384,11,42
18805,384,12,42
18806,384,13,42
18807,384,14,42
18808,384,15,42
18809,384,16,42
18810,384,17,42
18811,384,18,42
18812,384,19,42
18813,384,20,42
18814,384,21,42
18815,384,22,42
18816,384,23,42
18817,384,24,42
18818,384,25,42
18819,384,26,42
18820,384,27,42
18821,384,28,42
18822,384,29,42
18823,384,30,42
18824,384,32,42
18826,384,34,42
18827,384,35,42
18829,384,36,42
18830,384,37,42
18831,384,38,42
18832,385,1,45
18833,385,2,45
18834,385,3,44
18835,385,4,44
18836,385,5,44
18837,385,6,43
18838,385,7,43
18839,385,8,43
18840,385,9,43
18841,385,10,43
18842,385,11,43
18843,385,12,43
18844,385,13,43
18845,385,14,43
18846,385,15,43
18847,385,16,43
18848,385,17,43
18849,385,18,43
18850,385,19,43
18851,385,20,43
18852,385,21,43
18853,385,22,43
18854,385,23,42
18855,385,24,42
18856,385,25,42
18857,385,26,42
18858,385,27,42
18859,385,28,42
18860,385,29,42
18861,385,30,42
18862,385,32,42
18864,385,34,42
18865,385,35,42
18867,385,36,42
18868,385,37,42
18869,385,38,42
18870,386,1,45
18871,386,2,45
18872,386,3,44
18873,386,4,44
18874,386,5,43
18875,386,6,43
18876,386,7,43
18877,386,8,43
18878,386,9,43
18879,386,10,43
18880,386,11,43
18881,386,12,43
18882,386,13,43
18883,386,14,43
18884,386,15,43
18885,386,16,43
18886,386,17,43
18887,386,18,43
18888,386,19,43
18889,386,20,43
18890,386,21,43
18891,386,22,43
18892,386,23,43
18893,386,24,43
18894,386,25,43
18895,386,26,43
18896,386,27,43
18897,386,28,43
18898,386,29,43
18899,386,30,43
18900,386,32,43
18902,386,34,43
18903,386,35,43
18905,386,36,43
18906,386,37,43
18907,386,38,43
18908,387,1,45
18909,387,2,45
18910,387,3,45
18911,387,4,45
18912,387,5,45
18913,387,6,45
18914,387,7,45
18915,387,8,45
18916,387,9,45
18917,387,10,45
18918,387,11,45
18919,387,12,45
18920,387,13,45
18921,387,14,45
18922,387,15,45
18923,387,16,45
18924,387,17,45
18925,387,18,45
18926,387,19,45
18927,387,20,45
18928,387,21,45
18929,387,22,44
18930,387,23,44
18931,387,24,44
18932,387,25,44
18933,387,26,44
18934,387,27,44
18935,387,28,44
18936,387,29,44
18937,387,30,44
18938,387,32,44
18940,387,34,44
18941,387,35,44
18943,387,36,44
18944,387,37,44
18945,387,38,44
18946,388,1,50
18947,388,2,50
18948,388,3,50
18949,388,4,50
18950,388,5,50
18951,388,6,50
18952,388,7,50
18953,388,8,50
18954,388,9,50
18955,388,10,50
18956,388,11,50
18957,388,12,50
18958,388,13,50
18959,388,14,50
18960,388,15,50
18961,388,16,50
18962,388,17,50
18963,388,18,50
18964,388,19,50
18965,388,20,50
18966,388,21,50
18967,388,22,50
18968,388,23,50
18969,388,24,50
18970,388,25,50
18971,388,26,50
18972,388,27,50
18973,388,28,50
18974,388,29,50
18975,388,30,50
18976,388,32,50
18978,388,34,50
18979,388,35,50
18981,388,36,50
18982,388,37,50
18983,388,38,50
18984,389,1,50
18985,389,2,50
18986,389,3,50
18987,389,4,50
18988,389,5,50
18989,389,6,50
18990,389,7,50
18991,389,8,50
18992,389,9,50
18993,389,10,50
18994,389,11,51
18995,389,12,51
18996,389,13,51
18997,389,14,51
18998,389,15,50
18999,389,16,50
19000,389,17,49
19001,389,18,49
19002,389,19,49
19003,389,20,49
19004,389,21,49
19005,389,22,49
19006,389,23,49
19007,389,24,48
19008,389,25,48
19009,389,26,48
19010,389,27,48
19011,389,28,48
19012,389,29,48
19013,389,30,48
19014,389,32,48
19016,389,34,48
19017,389,35,48
19019,389,36,48
19020,389,37,48
